Blog	questions	better	best	some	point	don	love	company	like	latest	episode	people	support	our	ll	via	other	help	product	work	years	design	search	my	ve	been	companies	time	once	why	year	watch	when	back	always	me	david	open	such	far	question	had	trump	really	their	donald	then	house	which	white	no	right	president	his	pretty	go	its	own	morning	comes	says	use	much	else	those	same	things	family	lead	often	so	case	put	tell	street	need	your	lot	even	many	while	doesn	most	home	does	bit	course	big	than	long	thing	down	do	too	any	being	get	least	building	re	just	very	way	where	want	say	sure	america	were	know	there	these	care	them	words	let	would	friends	talk	over	important	bad	will	because	d	night	who	anyone	think	system	he	public	life	try	private	after	old	here	everything	made	before	job	late	into	sometimes	if	internet	email	social	free	us	make	am	without	pay	stuff	asked	happy	data	past	nothing	two	first	still	continue	reading	business	might	site	m	facebook	never	ago	web	tech	york	well	did	going	china	got	last	list	easy	post	appeared	next	online	also	him	only	real	day	days	photos	may	art	must	matter	five	said	doing	though	probably	google	now	app	working	actually	number	used	service	see	idea	different	box	read	wouldn	using	group	b	each	another	both	find	around	store	place	full	name	something	game	lost	content	tools	isn	share	should	blog	thinking	top	little	won	create	businesses	features	week	amazon	youtube	comments	video	u	story	today	media	seen	future	major	yet	project	set	summer	calls	man	early	apple	products	buy	world	through	school	spend	available	could	information	needed	stories	study	her	went	found	makes	simple	million	recently	together	everyone	human	review	report	already	good	call	government	users	between	based	rights	done	making	less	under	example	country	able	look	along	twitter	news	told	off	give	learn	away	during	ways	feel	few	become	means	high	show	digital	cover	great	security	including	states	take	e	per	currently	head	move	united	three	th	again	car	left	six	ever	hard	experience	started	american	website	since	members	state	city	every	part	former	person	play	personal	hope	camera	platform	almost	plan	response	mobile	shows	page	come	looking	music	text	whether	second	coming	months	change	live	run	check	getting	however	team	health	start	didn	power	hours	someone	called	nbsp	according	smart	network	movie	com	light	against	kids	mind	kind	nearly	black	deal	half	women	bill	took	four	death	john	month	june	friend	moment	side	having	keep	enough	maybe	posts	she	line	happened	event	writing	thought	write	end	mean	money	instead	small	among	especially	times	came	original	short	book
Gothamist	1	1	1	4	0	0	1	3	2	1	0	2	0	3	1	0	3	1	0	2	4	0	0	0	1	5	0	5	2	2	4	1	4	2	0	1	0	0	0	3	1	1	5	2	10	0	1	0	0	0	2	2	0	3	0	0	3	1	0	0	1	0	1	0	5	1	1	0	0	0	3	0	0	0	3	0	5	1	1	0	2	0	2	4	2	0	0	2	1	3	0	2	3	0	2	0	5	3	1	5	6	0	3	2	2	2	1	1	3	2	5	0	0	0	0	0	3	1	0	7	1	0	10	4	1	1	6	0	0	0	2	4	0	0	0	8	0	0	1	4	5	0	1	5	0	2	0	1	1	2	2	1	0	1	0	0	1	0	0	0	1	3	2	1	0	0	1	1	0	1	1	0	1	0	0	14	1	0	1	0	0	5	0	0	0	0	2	0	2	0	3	0	4	0	0	2	0	0	0	1	0	1	0	0	0	6	0	0	2	0	0	0	3	0	0	0	0	0	0	2	0	0	2	1	2	1	1	2	0	1	1	0	0	1	0	0	1	1	0	0	1	2	1	0	0	1	2	0	0	0	2	3	0	5	0	3	0	2	1	1	2	4	0	5	2	0	0	1	0	0	3	0	0	0	0	0	0	0	0	2	5	0	0	2	2	1	0	1	0	0	1	1	1	0	0	2	0	3	0	0	1	2	0	4	0	0	2	0	0	1	5	0	0	0	1	0	1	2	0	2	2	1	0	0	3	0	2	0	4	0	0	3	0	1	0	1	2	1	0	2	2	1	0	1	0	0	0	5	1	9	12	1	0	2	2	2	0	1	0	0	0	2	0	0	0	0	0	1	1	0	2	0	1	2	5	1	0	4	1	1	1	0	0	0	2	1	1	1	10	6	0	0	1	1	0	1	0	0	0	1	1	0	0	2	2	0	0	2	0	1	1	0	2	0	0	0	2	0	0	2	0	2	2	1	0	0	2	1	1	1	0	0	0	4	1	0	0	0
Joel on Software	1	0	0	1	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1	1	2	0	0	1	0	0	0	2	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	1	1	0	0	1	0	0	2	0	0	1	1	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	10	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Kotaku	0	0	6	1	1	1	1	0	1	0	1	1	0	4	0	0	0	0	0	0	1	1	0	1	1	0	0	4	0	1	9	0	4	2	0	0	0	1	1	0	0	1	0	1	2	0	1	0	1	0	1	0	0	0	1	0	4	2	0	0	1	0	1	0	0	0	2	0	1	2	3	1	0	0	0	0	4	1	2	2	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	2	2	1	0	0	0	0	0	0	5	2	2	1	0	2	0	0	1	0	0	3	0	0	0	0	1	0	0	0	0	0	1	3	2	0	0	0	1	1	0	1	1	0	0	3	0	2	0	0	0	1	0	0	0	1	1	0	0	0	0	1	1	0	4	3	0	0	0	2	0	0	0	0	0	1	0	0	1	0	1	0	0	3	1	0	0	0	0	1	1	0	2	0	0	0	0	0	2	0	0	1	0	1	0	0	0	4	0	0	1	0	0	0	1	0	1	6	21	0	1	1	0	0	1	0	1	2	0	0	0	0	0	6	0	0	0	0	1	0	0	1	0	1	0	1	0	0	2	2	1	0	1	1	1	6	0	0	0	0	2	0	1	2	2	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	1	0	1	2	1	0	0	0	1	2	1	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	1	3	0	0	0	0	1	0	0	0	0	0	0	0	1	1	1	0	0	0	0	1	2	0	0	1	3	3	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	1	0	2	0	2	1	0	1	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	1	1	0	0	3	2	2	0	1	0	0	2	0	2	1	0	0	1	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	1	0	2	1	0	0
kottke.org	2	5	15	22	6	6	2	7	21	1	4	23	4	8	4	7	11	3	1	10	15	3	0	28	18	20	3	22	2	4	17	4	17	12	0	20	3	5	2	12	2	16	6	5	32	2	3	7	23	7	12	7	0	26	3	6	18	4	3	4	5	15	8	4	11	8	7	2	3	4	29	5	6	0	3	6	15	2	12	8	8	4	10	1	4	4	4	3	21	5	13	8	17	5	9	6	12	5	0	8	15	8	13	10	6	8	4	1	18	9	19	21	3	13	2	3	20	0	0	14	3	2	12	11	8	1	15	2	5	7	18	7	11	0	2	11	3	30	3	9	7	4	2	18	2	21	4	2	2	1	4	10	2	6	3	3	1	2	4	7	1	11	18	6	2	3	2	6	8	10	3	3	4	1	1	1	11	12	4	0	4	5	4	2	9	1	8	2	15	2	11	6	6	1	11	2	5	1	4	4	3	3	0	3	5	18	0	4	7	2	11	5	13	5	8	2	5	2	6	2	2	4	1	6	2	11	1	3	5	5	9	1	0	1	1	3	3	6	0	3	2	7	2	4	0	0	2	0	2	0	21	1	5	3	7	2	3	1	1	5	0	6	3	2	3	1	1	1	13	7	0	0	2	6	0	3	2	1	23	2	7	1	3	2	4	2	7	3	1	1	0	13	2	2	0	5	1	1	6	4	2	3	2	3	3	0	2	6	5	4	2	1	0	0	6	0	2	6	2	1	5	3	1	2	7	1	1	1	6	2	3	5	2	2	1	5	4	8	6	3	1	4	3	4	2	7	2	5	2	1	3	9	1	4	4	3	3	2	1	1	7	1	2	0	5	2	9	1	6	3	4	6	2	3	1	1	3	2	2	2	3	2	3	7	0	7	5	4	230	3	0	0	0	1	0	3	1	2	3	1	8	0	5	10	7	6	6	8	5	0	1	1	2	0	1	2	8	2	1	15	5	3	0	1	5	0	5	1	1	9	5	1	3	7	2	3	5	8
Lifehack - Feed	0	3	2	7	1	2	0	0	2	0	0	8	0	4	1	0	0	4	0	3	0	0	0	2	4	3	0	0	1	1	0	0	4	1	0	3	0	0	0	0	0	1	0	0	0	0	1	1	0	1	1	1	0	1	1	0	0	2	0	0	0	1	1	0	0	0	3	0	0	2	3	0	0	1	0	2	6	0	0	1	1	0	2	0	0	1	0	0	1	0	1	0	4	2	0	0	0	0	0	3	0	1	1	1	1	2	1	0	0	2	5	2	1	0	0	0	2	0	0	0	0	1	1	2	0	0	2	0	2	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1	2	3	0	0	0	0	2	2	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	3	0	1	0	0	0	0	1	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	4	0	0	0	0	1	1	0	1	0	1	0	0	1	0	0	0	1	0	1	0	11	0	0	0	0	0	0	0	2	0	0	1	0	0	1	0	4	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	1	0	1	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	1	0	0	1	0	0	0	1	0	0	0	0	0	1	5	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0
Lifehacker	0	0	6	2	0	2	0	0	3	0	0	7	0	0	0	0	0	0	0	2	1	0	1	4	5	1	0	4	0	0	2	1	7	2	0	1	0	0	1	0	1	1	0	1	9	0	1	0	3	0	1	1	0	1	0	1	7	2	0	0	0	1	0	0	0	0	0	1	1	2	4	0	0	1	0	1	16	2	3	1	1	2	1	1	0	0	0	1	2	1	3	1	4	0	1	0	2	1	0	5	2	2	3	0	0	0	0	1	2	0	2	1	0	2	0	3	0	2	0	3	0	0	2	2	0	0	0	0	0	1	0	1	0	1	1	1	2	0	0	1	2	0	0	3	0	6	1	0	0	0	1	1	1	1	1	0	0	0	0	2	1	1	0	2	0	0	0	3	1	1	2	1	1	0	0	0	1	0	1	0	0	0	1	1	0	0	0	1	1	0	3	0	0	0	0	0	0	0	0	1	0	1	0	1	2	4	0	1	3	0	1	0	1	0	1	1	21	0	2	0	0	0	0	0	3	0	1	1	0	4	1	1	0	0	0	0	1	1	0	0	0	2	0	0	0	0	2	3	0	0	1	0	0	0	0	2	0	0	0	0	0	0	2	0	0	5	2	1	1	1	1	0	1	2	0	1	2	1	0	0	0	0	1	1	0	1	0	0	0	1	0	1	0	0	2	0	1	0	0	0	0	0	0	0	1	0	0	4	1	2	2	2	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	1	0	1	1	0	0	0	3	0	1	0	0	2	0	3	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0
Little Green Footballs	0	0	1	1	1	2	0	0	3	3	1	2	0	9	9	0	1	2	0	0	0	0	0	4	0	1	0	0	0	0	1	1	0	0	0	0	5	3	0	1	0	1	39	0	1	3	0	5	1	4	4	0	9	13	0	0	1	0	1	1	1	0	2	0	0	0	0	0	1	0	0	0	0	2	0	0	1	0	0	0	2	1	0	0	0	3	1	0	2	0	0	2	1	0	1	0	1	0	2	0	2	1	1	1	1	0	0	3	0	1	1	2	0	0	2	0	1	2	0	0	0	0	2	0	8	1	2	0	1	0	12	1	0	0	1	2	0	13	0	0	0	0	1	4	0	3	0	1	0	0	1	1	0	0	0	1	2	0	0	0	2	1	1	3	0	0	0	1	1	2	13	1	0	1	0	1	1	0	0	0	1	1	1	1	1	0	0	0	2	0	2	1	1	0	0	2	4	0	0	2	1	0	0	1	0	1	0	0	0	2	0	0	1	0	2	0	0	2	1	2	8	1	2	0	9	0	0	2	2	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	2	4	1	29	0	21	1	1	4	0	0	0	1	0	0	2	0	3	1	0	2	0	1	0	0	0	3	1	0	2	0	0	0	7	1	1	1	0	0	0	2	3	7	0	1	1	0	1	3	0	0	0	1	1	2	0	1	0	0	0	6	0	8	6	1	2	0	0	1	1	0	1	0	1	0	0	11	0	2	0	0	0	0	1	3	0	0	2	0	0	1	1	0	0	1	0	0	1	0	0	1	4	0	2	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	5	0	1	0	8	0	3	0	0	0	0	6	0	0	2	0	0	0	0	0	0	2	0	1	0	1	1	1	0	36	0	0	3	3	0	0	2	0	0	0	0	0	0	0	7	0	6	10	0	0	0	6	0	10	0	5	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0
Make: DIY Projects and Ideas for Makers	0	0	0	0	0	0	0	1	2	1	0	2	0	2	0	0	0	4	0	1	3	0	0	0	1	0	0	0	0	0	1	2	1	1	3	1	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	0	0	0	0	0	0	0	0	0	2	0	1	0	0	1	1	0	0	0	0	0	4	1	1	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	6	0	0	0	2	1	1	1	2	0	0	0	0	0	0	2	0	1	0	2	0	0	1	0	0	0	1	0	3	0	0	0	0	0	1	0	1	0	2	0	0	2	0	0	0	0	0	2	0	1	0	0	0	0	0	22	0	0	0	0	0	0	0	1	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	10	10	1	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	10	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	3	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	1	2	0	0	1	0	2	3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	10	0	2	0	0	0	2	0	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
Matt Cutts: Gadgets, Google, and SEO	0	1	1	3	0	0	0	0	3	0	0	4	1	0	0	0	0	0	0	3	2	0	1	5	3	1	0	2	0	0	4	0	1	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	3	0	0	2	0	0	2	0	1	2	1	0	1	2	0	0	0	1	1	0	0	0	0	1	1	4	1	0	0	3	0	0	1	3	0	2	0	0	1	0	0	0	1	0	1	0	2	0	0	1	0	1	1	0	0	0	1	1	0	1	0	0	0	4	0	0	1	0	1	0	1	0	0	0	1	0	0	1	1	0	0	0	0	7	2	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	1	1	0	0	0	0	0	0	1	4	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	7	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	1	0	0	3	0	0	0	0	2	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	2	2	0	0	1	0	3	0	0	0	0	1	0	1	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	1	0	1	0	0	0	1	0	1	0	0	7	0	2	0	0	0	0	0	0	0	1	0	0	1	1	0	0	1	0	0	1	0	1	0	1	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	2	0	2	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	4	0	0	0	0	0	0	0	0	0
mezzoblue	0	0	0	1	1	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	3	1	0	3	6	3	0	0	0	0	0	0	2	1	0	2	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	1	1	0	1	0	1	1	0	0	0	0	1	1	0	1	0	0	0	0	0	0	1	0	0	1	1	1	0	1	0	0	0	0	2	0	0	0	1	1	1	0	0	0	1	1	0	2	1	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	4	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	2	1	0	0	2	0	2	0	0	0	0	0	0	0	3	0	0	1	1	1	0	0	0	2	1	0	0	0	3	0	0	1	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	1	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
Neil Gaiman's Journal	9	6	8	41	1	17	27	1	44	0	10	49	4	12	17	3	22	9	0	26	32	3	0	88	31	36	0	42	5	7	48	5	40	23	7	87	3	1	10	1	3	60	0	20	20	0	37	4	33	1	14	10	0	44	1	24	6	10	6	6	1	2	28	6	7	9	58	10	0	3	65	3	14	11	1	16	24	15	32	16	12	1	14	7	6	14	0	7	17	14	21	8	41	26	10	10	35	4	1	15	27	24	14	27	17	3	9	3	26	10	64	12	1	56	8	11	39	14	11	24	1	9	65	39	25	11	54	4	9	0	73	7	10	4	1	16	10	41	8	20	17	2	5	21	12	64	5	2	1	4	30	35	22	9	8	7	12	5	0	1	6	27	21	13	1	15	1	5	0	57	2	12	32	0	0	12	8	22	24	0	22	25	2	2	8	1	17	3	14	29	27	4	14	29	3	10	15	4	5	2	15	26	3	6	2	28	1	5	8	5	3	0	25	7	6	0	36	2	3	1	4	9	12	7	14	7	0	6	2	4	29	0	2	1	0	9	5	12	12	5	1	10	5	0	0	2	7	4	2	0	7	0	9	5	2	4	0	0	8	0	8	2	2	12	6	1	0	4	26	10	1	2	6	29	0	3	19	2	17	26	6	7	3	3	1	7	9	3	7	0	3	37	3	0	0	10	3	1	14	10	6	1	0	2	1	8	4	2	3	10	11	7	5	11	5	2	7	15	4	7	3	6	1	11	8	0	5	0	13	9	0	1	4	1	1	9	19	13	0	8	3	12	8	2	12	22	1	8	1	1	1	2	8	1	10	1	3	20	0	1	9	0	1	0	3	9	9	5	4	10	1	6	7	6	6	6	2	1	12	3	3	0	2	12	3	10	13	10	328	1	3	0	4	26	5	1	1	4	11	2	1	0	5	2	0	13	7	7	2	5	2	5	2	4	6	5	7	4	0	24	7	2	9	21	9	14	5	2	20	7	12	1	4	12	6	8	7	46
Derek Powazek	1	0	1	3	0	4	1	1	9	0	0	2	0	3	4	0	3	0	1	3	5	1	0	22	11	8	0	4	2	1	4	1	11	2	4	15	0	1	0	0	0	3	0	2	4	0	7	0	2	1	2	4	0	3	0	4	1	2	2	1	0	0	1	1	1	3	1	1	0	2	7	0	1	0	1	1	6	1	1	1	1	0	2	0	0	0	1	1	2	1	4	2	7	2	0	0	6	0	0	7	11	1	0	0	1	3	1	0	2	6	7	2	0	2	0	1	0	2	3	5	0	3	5	3	2	2	1	0	4	0	5	0	5	1	0	4	2	6	2	2	1	1	0	4	0	9	1	0	0	0	4	1	3	0	0	1	0	4	0	0	0	9	3	4	4	4	1	1	2	12	0	3	2	1	1	0	2	4	4	0	1	7	0	2	3	0	1	2	2	2	1	0	2	4	2	0	0	1	0	0	3	1	0	1	0	10	0	0	0	1	1	0	3	0	0	1	0	0	1	0	0	1	3	2	1	1	0	0	1	0	8	0	0	1	0	0	1	1	1	1	2	7	0	2	0	1	3	0	1	0	0	0	3	2	2	1	0	0	1	0	0	1	0	1	1	0	0	1	3	1	0	0	1	1	0	0	1	0	9	3	1	0	1	0	0	1	1	0	0	0	1	1	1	0	0	4	0	1	1	0	1	1	0	0	1	0	1	1	1	0	1	0	0	1	0	1	5	5	0	0	1	3	1	0	5	0	0	0	1	0	0	0	0	0	0	4	0	2	1	1	2	1	3	0	2	0	0	1	2	0	0	3	2	0	0	0	0	2	1	0	1	0	0	0	0	1	3	1	0	0	0	0	1	2	1	2	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	1	1	0	1	0	1	1	0	0	0	3	0	1	0	0	0	1	1	0	0	0	5	1	0	7	0	0	0	2	1	3	0	0	3	0	2	0	2	1	1	0	1	6
ProBlogger	3	5	0	2	1	6	0	0	3	0	16	5	0	2	1	0	3	7	0	2	3	0	1	7	5	1	0	5	0	4	1	0	5	0	2	1	0	0	1	0	1	1	0	0	5	0	3	0	1	0	3	0	0	0	0	0	0	0	0	0	0	7	1	1	1	0	12	4	0	3	2	0	2	0	0	4	49	3	3	3	1	0	6	0	2	0	2	1	1	0	1	0	12	0	1	4	13	0	3	4	1	0	1	1	5	1	0	0	0	4	2	0	1	5	1	3	0	0	0	0	2	1	1	3	1	0	1	0	3	0	4	0	7	0	0	0	3	0	0	0	2	0	0	6	0	5	0	0	0	0	2	6	0	1	3	0	3	0	0	0	0	1	43	1	0	1	6	2	0	3	7	2	3	0	0	0	2	0	0	0	0	0	5	3	66	40	0	3	1	0	1	0	5	3	0	0	0	0	0	0	0	1	0	3	0	1	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	1	0	3	0	0	8	0	0	0	8	37	0	0	0	0	3	4	0	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	4	0	1	0	0	1	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	5	0	1	3	0	0	0	3	16	0	1	4	0	0	0	0	1	1	0	0	0	0	2	0	1	0	0	6	4	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	4	0	4	0	0	7	2	1	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	5	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	3	0	6	4	0	0	0	5	2	7	1	0	6	0	0	0	1	1	1	0	0	0
Quick Online Tips	0	2	3	0	0	1	0	2	1	1	0	1	0	1	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	1	1	1	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	2	4	1	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	2	3	0	0	3	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	2	0	0	1	0	1	0	1	0	0	0	18	0	0	0	0	0	0	0	0	0	3	0	8	8	0	0	0	1	0	0	3	0	0	0	2	0	0	2	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	8	0	4
